Date,Fixture,Season,Market,Selection,MatchRating,Fair Odds,Available Odds,Value Rating,Result,P/L
2023-09-02,Plymouth vs Blackburn,2023_24,Home,Plymouth,-2,2.6486,2.69,✅ Fair,win,1.69
2023-09-02,Middlesbrough vs QPR,2023_24,Draw,Draw,-1,3.7097,4.2,✅ Fair,loss,-1.0
2023-09-02,Middlesbrough vs QPR,2023_24,Away,QPR,-1,3.2857,5.26,✅ Excellent,win,4.26
2023-09-02,Leicester vs Hull,2023_24,Away,Hull,2,3.0,5.7,✅ Excellent,win,4.7
2023-09-02,West Brom vs Huddersfield,2023_24,Away,Huddersfield,6,2.8889,4.83,✅ Excellent,win,3.83
2023-09-02,Ipswich vs Cardiff,2023_24,Draw,Draw,7,3.8667,4.07,✅ Fair,loss,-1.0
2023-09-02,Coventry vs Watford,2023_24,Draw,Draw,0,3.1579,3.49,✅ Fair,win,2.49
2023-09-02,Swansea vs Bristol City,2023_24,Away,Bristol City,-1,3.2857,3.38,✅ Fair,win,2.38
2023-09-02,Sunderland vs Southampton,2023_24,Home,Sunderland,-1,2.3469,2.78,✅ Good,win,1.78
2023-09-02,Leeds vs Sheffield Weds,2023_24,Draw,Draw,11,3.0,4.71,✅ Excellent,win,3.71
2023-09-02,Birmingham vs Millwall,2023_24,Home,Birmingham,2,2.25,2.39,✅ Fair,loss,-1.0
2023-09-02,Birmingham vs Millwall,2023_24,Away,Millwall,2,3.0,3.14,✅ Fair,loss,-1.0
2023-09-15,Hull vs Coventry,2023_24,Home,Hull,1,1.9464,2.8,✅ Excellent,loss,-1.0
2023-09-15,Southampton vs Leicester,2023_24,Away,Leicester,-5,2.6471,2.77,✅ Fair,win,1.77
2023-09-16,Huddersfield vs Rotherham,2023_24,Draw,Draw,0,3.1579,3.56,✅ Fair,loss,-1.0
2023-09-16,Huddersfield vs Rotherham,2023_24,Away,Rotherham,0,3.871,4.14,✅ Fair,loss,-1.0
2023-09-16,Cardiff vs Swansea,2023_24,Home,Cardiff,-3,2.4054,2.54,✅ Fair,win,1.54
2023-09-16,Cardiff vs Swansea,2023_24,Away,Swansea,-3,2.6176,2.76,✅ Fair,loss,-1.0
2023-09-16,Watford vs Birmingham,2023_24,Home,Watford,1,1.9464,1.99,✅ Fair,win,0.99
2023-09-16,QPR vs Sunderland,2023_24,Draw,Draw,-12,2.125,3.52,✅ Excellent,loss,-1.0
2023-09-16,Bristol City vs West Brom,2023_24,Home,Bristol City,2,2.25,2.42,✅ Fair,loss,-1.0
2023-09-16,Norwich vs Stoke,2023_24,Home,Norwich,8,1.84,1.89,✅ Fair,win,0.89
2023-09-16,Blackburn vs Middlesbrough,2023_24,Home,Blackburn,7,1.6571,2.51,✅ Excellent,win,1.51
2023-09-16,Preston vs Plymouth,2023_24,Away,Plymouth,-1,3.2857,3.69,✅ Fair,loss,-1.0
2023-09-16,Sheffield Weds vs Ipswich,2023_24,Home,Sheffield Weds,-10,2.6667,3.73,✅ Good,loss,-1.0
2023-09-17,Millwall vs Leeds,2023_24,Away,Leeds,-6,2.3333,2.36,✅ Fair,win,1.36
2023-09-19,Sheffield Weds vs Middlesbrough,2023_24,Home,Sheffield Weds,3,1.9,3.34,✅ Excellent,loss,-1.0
2023-09-19,QPR vs Swansea,2023_24,Home,QPR,0,2.3529,2.71,✅ Good,loss,-1.0
2023-09-19,QPR vs Swansea,2023_24,Draw,Draw,0,3.1579,3.35,✅ Fair,win,2.35
2023-09-19,Southampton vs Ipswich,2023_24,Away,Ipswich,-10,2.6667,2.96,✅ Fair,win,1.96
2023-09-19,Cardiff vs Coventry,2023_24,Home,Cardiff,-2,2.6486,2.67,✅ Fair,win,1.67
2023-09-19,Preston vs Birmingham,2023_24,Away,Birmingham,4,2.9333,3.25,✅ Fair,loss,-1.0
2023-09-19,Bristol City vs Plymouth,2023_24,Draw,Draw,-2,3.92,3.96,✅ Fair,loss,-1.0
2023-09-19,Bristol City vs Plymouth,2023_24,Away,Plymouth,-2,2.7222,4.25,✅ Excellent,loss,-1.0
2023-09-20,Blackburn vs Sunderland,2023_24,Draw,Draw,-7,3.2941,3.61,✅ Fair,loss,-1.0
2023-09-20,Blackburn vs Sunderland,2023_24,Away,Sunderland,-7,2.4348,2.97,✅ Good,win,1.97
2023-09-20,Huddersfield vs Stoke,2023_24,Home,Huddersfield,-2,2.6486,2.81,✅ Fair,loss,-1.0
2023-09-20,Hull vs Leeds,2023_24,Home,Hull,0,2.3529,3.74,✅ Excellent,loss,-1.0
2023-09-20,Hull vs Leeds,2023_24,Draw,Draw,0,3.1579,3.62,✅ Fair,win,2.62
2023-09-20,Millwall vs Rotherham,2023_24,Away,Rotherham,2,3.0,4.96,✅ Excellent,loss,-1.0
2023-09-20,Watford vs West Brom,2023_24,Home,Watford,3,1.9,2.17,✅ Good,loss,-1.0
2023-09-20,Norwich vs Leicester,2023_24,Home,Norwich,1,1.9464,2.64,✅ Good,loss,-1.0
2023-09-22,Birmingham vs QPR,2023_24,Away,QPR,2,3.0,4.29,✅ Good,loss,-1.0
2023-09-23,Rotherham vs Preston,2023_24,Away,Preston,-13,1.6,2.27,✅ Excellent,loss,-1.0
2023-09-23,West Brom vs Millwall,2023_24,Draw,Draw,4,3.2593,3.39,✅ Fair,win,2.39
2023-09-23,West Brom vs Millwall,2023_24,Away,Millwall,4,2.9333,3.52,✅ Good,loss,-1.0
2023-09-23,Swansea vs Sheffield Weds,2023_24,Draw,Draw,0,3.1579,3.5,✅ Fair,loss,-1.0
2023-09-23,Swansea vs Sheffield Weds,2023_24,Away,Sheffield Weds,0,3.871,3.9,✅ Fair,loss,-1.0
2023-09-23,Plymouth vs Norwich,2023_24,Draw,Draw,-7,3.2941,3.77,✅ Fair,loss,-1.0
2023-09-23,Middlesbrough vs Southampton,2023_24,Home,Middlesbrough,-1,2.3469,2.46,✅ Fair,win,1.46
2023-09-23,Ipswich vs Blackburn,2023_24,Draw,Draw,9,2.7333,4.07,✅ Excellent,loss,-1.0
2023-09-23,Leicester vs Bristol City,2023_24,Draw,Draw,4,3.2593,3.97,✅ Good,loss,-1.0
2023-09-23,Leicester vs Bristol City,2023_24,Away,Bristol City,4,2.9333,4.53,✅ Excellent,loss,-1.0
2023-09-24,Stoke vs Hull,2023_24,Draw,Draw,-9,3.6429,3.7,✅ Fair,loss,-1.0
2023-09-24,Stoke vs Hull,2023_24,Away,Hull,-9,2.55,3.82,✅ Excellent,win,2.82
2023-09-24,Sunderland vs Cardiff,2023_24,Home,Sunderland,8,1.84,1.89,✅ Fair,loss,-1.0
2023-09-25,Coventry vs Huddersfield,2023_24,Draw,Draw,4,3.2593,3.7,✅ Fair,win,2.7
2023-09-25,Coventry vs Huddersfield,2023_24,Away,Huddersfield,4,2.9333,4.26,✅ Good,loss,-1.0
2023-09-29,Sheffield Weds vs Sunderland,2023_24,Away,Sunderland,-15,2.0,2.28,✅ Good,win,1.28
2023-09-30,Millwall vs Swansea,2023_24,Draw,Draw,0,3.1579,3.36,✅ Fair,loss,-1.0
2023-09-30,Watford vs Middlesbrough,2023_24,Home,Watford,1,1.9464,2.4,✅ Good,loss,-1.0
2023-09-30,QPR vs Coventry,2023_24,Home,QPR,-1,2.3469,3.1,✅ Good,loss,-1.0
2023-09-30,Preston vs West Brom,2023_24,Home,Preston,5,1.9697,2.43,✅ Good,loss,-1.0
2023-09-30,Norwich vs Birmingham,2023_24,Draw,Draw,0,3.1579,3.61,✅ Fair,loss,-1.0
2023-09-30,Norwich vs Birmingham,2023_24,Away,Birmingham,0,3.871,4.01,✅ Fair,loss,-1.0
2023-09-30,Cardiff vs Rotherham,2023_24,Draw,Draw,9,2.7333,3.83,✅ Good,loss,-1.0
2023-09-30,Bristol City vs Stoke,2023_24,Home,Bristol City,6,2.2941,2.34,✅ Fair,loss,-1.0
2023-09-30,Bristol City vs Stoke,2023_24,Away,Stoke,6,2.8889,3.06,✅ Fair,win,2.06
2023-09-30,Southampton vs Leeds,2023_24,Away,Leeds,-15,2.0,2.31,✅ Good,loss,-1.0
2023-09-30,Hull vs Plymouth,2023_24,Home,Hull,3,1.9,1.9,✅ Fair,loss,-1.0
2023-09-30,Huddersfield vs Ipswich,2023_24,Home,Huddersfield,-5,2.6471,3.72,✅ Good,loss,-1.0
2023-10-01,Blackburn vs Leicester,2023_24,Draw,Draw,-12,2.125,3.77,✅ Excellent,loss,-1.0
2023-10-03,Birmingham vs Huddersfield,2023_24,Away,Huddersfield,-3,2.6176,3.27,✅ Good,loss,-1.0
2023-10-03,Ipswich vs Hull,2023_24,Draw,Draw,0,3.1579,4.0,✅ Good,loss,-1.0
2023-10-03,Ipswich vs Hull,2023_24,Away,Hull,0,3.871,4.53,✅ Fair,loss,-1.0
2023-10-03,Middlesbrough vs Cardiff,2023_24,Draw,Draw,-9,3.6429,3.74,✅ Fair,loss,-1.0
2023-10-03,Middlesbrough vs Cardiff,2023_24,Away,Cardiff,-9,2.55,3.97,✅ Excellent,loss,-1.0
2023-10-03,Plymouth vs Millwall,2023_24,Draw,Draw,4,3.2593,3.53,✅ Fair,loss,-1.0
2023-10-03,Stoke vs Southampton,2023_24,Home,Stoke,2,2.25,2.68,✅ Good,loss,-1.0
2023-10-03,West Brom vs Sheffield Weds,2023_24,Home,West Brom,13,1.4545,1.61,✅ Good,win,0.61
2023-10-03,West Brom vs Sheffield Weds,2023_24,Away,Sheffield Weds,13,4.0,5.96,✅ Good,loss,-1.0
2023-10-04,Sunderland vs Watford,2023_24,Draw,Draw,14,3.3333,3.62,✅ Fair,loss,-1.0
2023-10-04,Swansea vs Norwich,2023_24,Home,Swansea,2,2.25,2.83,✅ Good,win,1.83
2023-10-04,Rotherham vs Bristol City,2023_24,Home,Rotherham,-9,3.0,3.71,✅ Good,loss,-1.0
2023-10-04,Leicester vs Preston,2023_24,Draw,Draw,8,4.1818,4.34,✅ Fair,loss,-1.0
2023-10-04,Leicester vs Preston,2023_24,Away,Preston,8,4.6,6.91,✅ Good,loss,-1.0
2023-10-04,Leeds vs QPR,2023_24,Draw,Draw,8,4.1818,5.17,✅ Good,loss,-1.0
2023-10-04,Leeds vs QPR,2023_24,Away,QPR,8,4.6,8.65,✅ Excellent,loss,-1.0
2023-10-04,Coventry vs Blackburn,2023_24,Home,Coventry,8,1.84,2.07,✅ Good,win,1.07
2023-10-06,Birmingham vs West Brom,2023_24,Away,West Brom,-6,2.3333,2.64,✅ Fair,loss,-1.0
2023-10-07,Plymouth vs Swansea,2023_24,Home,Plymouth,-3,2.4054,2.42,✅ Fair,loss,-1.0
2023-10-07,Plymouth vs Swansea,2023_24,Away,Swansea,-3,2.6176,2.81,✅ Fair,win,1.81
2023-10-07,Sheffield Weds vs Huddersfield,2023_24,Home,Sheffield Weds,-8,2.5,2.59,✅ Fair,loss,-1.0
2023-10-07,Sheffield Weds vs Huddersfield,2023_24,Away,Huddersfield,-8,2.6087,2.73,✅ Fair,loss,-1.0
2023-10-07,QPR vs Blackburn,2023_24,Home,QPR,6,2.2941,2.89,✅ Good,loss,-1.0
2023-10-07,Leeds vs Bristol City,2023_24,Away,Bristol City,2,3.0,5.68,✅ Excellent,loss,-1.0
2023-10-07,Leicester vs Stoke,2023_24,Draw,Draw,16,3.0,4.27,✅ Good,loss,-1.0
2023-10-07,Leicester vs Stoke,2023_24,Away,Stoke,16,4.5,5.85,✅ Good,loss,-1.0
2023-10-07,Coventry vs Norwich,2023_24,Home,Coventry,7,1.6571,2.51,✅ Excellent,loss,-1.0
2023-10-07,Cardiff vs Watford,2023_24,Home,Cardiff,7,1.6571,2.47,✅ Excellent,loss,-1.0
2023-10-07,Sunderland vs Middlesbrough,2023_24,Home,Sunderland,12,2.25,2.36,✅ Fair,loss,-1.0
2023-10-07,Ipswich vs Preston,2023_24,Away,Preston,10,3.0,5.42,✅ Excellent,loss,-1.0
2023-10-07,Southampton vs Rotherham,2023_24,Draw,Draw,0,3.1579,5.25,✅ Excellent,win,4.25
2023-10-07,Southampton vs Rotherham,2023_24,Away,Rotherham,0,3.871,8.66,✅ Excellent,loss,-1.0
2023-10-21,West Brom vs Plymouth,2023_24,Home,West Brom,7,1.6571,1.7,✅ Fair,loss,-1.0
2023-10-21,West Brom vs Plymouth,2023_24,Draw,Draw,7,3.8667,3.93,✅ Fair,win,2.93
2023-10-21,Watford vs Sheffield Weds,2023_24,Draw,Draw,4,3.2593,3.69,✅ Fair,loss,-1.0
2023-10-21,Watford vs Sheffield Weds,2023_24,Away,Sheffield Weds,4,2.9333,5.11,✅ Excellent,loss,-1.0
2023-10-21,Swansea vs Leicester,2023_24,Home,Swansea,-7,3.5,4.33,✅ Good,loss,-1.0
2023-10-21,Swansea vs Leicester,2023_24,Draw,Draw,-7,3.2941,3.89,✅ Good,loss,-1.0
2023-10-21,Stoke vs Sunderland,2023_24,Away,Sunderland,-9,2.55,2.78,✅ Fair,loss,-1.0
2023-10-21,Norwich vs Leeds,2023_24,Home,Norwich,-10,2.6667,3.03,✅ Fair,loss,-1.0
2023-10-21,Middlesbrough vs Birmingham,2023_24,Home,Middlesbrough,7,1.6571,1.79,✅ Fair,win,0.79
2023-10-21,Hull vs Southampton,2023_24,Home,Hull,1,1.9464,2.88,✅ Excellent,loss,-1.0
2023-10-21,Blackburn vs Cardiff,2023_24,Away,Cardiff,-6,2.3333,3.43,✅ Excellent,loss,-1.0
2023-10-21,Preston vs Millwall,2023_24,Away,Millwall,-6,2.3333,3.12,✅ Good,loss,-1.0
2023-10-21,Huddersfield vs QPR,2023_24,Home,Huddersfield,8,1.84,1.95,✅ Fair,win,0.95
2023-10-21,Bristol City vs Coventry,2023_24,Home,Bristol City,-1,2.3469,2.4,✅ Fair,win,1.4
2023-10-24,Huddersfield vs Cardiff,2023_24,Away,Cardiff,-3,2.6176,3.07,✅ Good,win,2.07
2023-10-24,Millwall vs Blackburn,2023_24,Draw,Draw,4,3.2593,3.46,✅ Fair,loss,-1.0
2023-10-24,Norwich vs Middlesbrough,2023_24,Away,Middlesbrough,-15,2.0,2.41,✅ Good,win,1.41
2023-10-24,Swansea vs Watford,2023_24,Home,Swansea,12,2.25,2.35,✅ Fair,loss,-1.0
2023-10-24,Swansea vs Watford,2023_24,Away,Watford,12,3.0,3.08,✅ Fair,win,2.08
2023-10-24,Leicester vs Sunderland,2023_24,Away,Sunderland,12,3.0,5.99,✅ Excellent,loss,-1.0
2023-10-24,West Brom vs QPR,2023_24,Draw,Draw,11,3.0,3.95,✅ Good,loss,-1.0
2023-10-25,Preston vs Southampton,2023_24,Home,Preston,-10,2.6667,3.41,✅ Good,loss,-1.0
2023-10-25,Stoke vs Leeds,2023_24,Home,Stoke,-7,3.5,3.7,✅ Fair,win,2.7
2023-10-25,Stoke vs Leeds,2023_24,Draw,Draw,-7,3.2941,3.65,✅ Fair,loss,-1.0
2023-10-25,Rotherham vs Coventry,2023_24,Home,Rotherham,-9,3.0,3.98,✅ Good,win,2.98
2023-10-25,Birmingham vs Hull,2023_24,Home,Birmingham,3,1.9,2.31,✅ Good,loss,-1.0
2023-10-25,Plymouth vs Sheffield Weds,2023_24,Home,Plymouth,5,1.9697,2.04,✅ Fair,win,1.04
2023-10-25,Bristol City vs Ipswich,2023_24,Home,Bristol City,-6,3.1111,3.44,✅ Fair,loss,-1.0
2023-10-28,Leeds vs Huddersfield,2023_24,Draw,Draw,9,2.7333,5.12,✅ Excellent,loss,-1.0
2023-10-28,Leeds vs Huddersfield,2023_24,Away,Huddersfield,9,8.2,8.46,✅ Fair,loss,-1.0
2023-10-28,Southampton vs Birmingham,2023_24,Draw,Draw,3,3.9583,4.11,✅ Fair,loss,-1.0
2023-10-28,Southampton vs Birmingham,2023_24,Away,Birmingham,3,4.5238,5.44,✅ Good,loss,-1.0
2023-10-28,Blackburn vs Swansea,2023_24,Away,Swansea,-5,2.6471,3.47,✅ Good,win,2.47
2023-10-28,Cardiff vs Bristol City,2023_24,Away,Bristol City,6,2.8889,3.31,✅ Fair,loss,-1.0
2023-10-28,Hull vs Preston,2023_24,Home,Hull,9,1.9524,2.04,✅ Fair,win,1.04
2023-10-28,Hull vs Preston,2023_24,Draw,Draw,9,2.7333,3.4,✅ Good,loss,-1.0
2023-10-28,Ipswich vs Plymouth,2023_24,Draw,Draw,5,4.6429,5.24,✅ Fair,loss,-1.0
2023-10-28,Ipswich vs Plymouth,2023_24,Away,Plymouth,5,3.6111,7.23,✅ Excellent,loss,-1.0
2023-10-28,Middlesbrough vs Stoke,2023_24,Away,Stoke,12,3.0,4.42,✅ Good,win,3.42
2023-10-28,Sunderland vs Norwich,2023_24,Home,Sunderland,3,1.9,2.07,✅ Fair,win,1.07
2023-10-28,Watford vs Millwall,2023_24,Away,Millwall,-2,2.7222,3.74,✅ Good,loss,-1.0
2023-10-29,Sheffield Weds vs Rotherham,2023_24,Draw,Draw,-7,3.2941,3.39,✅ Fair,loss,-1.0
2023-10-29,Sheffield Weds vs Rotherham,2023_24,Away,Rotherham,-7,2.4348,4.32,✅ Excellent,loss,-1.0
2023-10-30,Coventry vs West Brom,2023_24,Away,West Brom,-5,2.6471,3.12,✅ Good,win,2.12
2023-11-03,Leicester vs Leeds,2023_24,Home,Leicester,9,1.9524,2.14,✅ Fair,loss,-1.0
2023-11-03,Leicester vs Leeds,2023_24,Draw,Draw,9,2.7333,3.63,✅ Good,loss,-1.0
2023-11-04,Birmingham vs Ipswich,2023_24,Home,Birmingham,-10,2.6667,3.82,✅ Good,loss,-1.0
2023-11-04,Preston vs Coventry,2023_24,Home,Preston,-8,2.5,2.79,✅ Fair,win,1.79
2023-11-04,Preston vs Coventry,2023_24,Away,Coventry,-8,2.6087,2.62,✅ Fair,loss,-1.0
2023-11-04,Stoke vs Cardiff,2023_24,Away,Cardiff,-3,2.6176,3.43,✅ Good,loss,-1.0
2023-11-04,Rotherham vs QPR,2023_24,Home,Rotherham,8,1.84,2.67,✅ Excellent,loss,-1.0
2023-11-04,Bristol City vs Sheffield Weds,2023_24,Home,Bristol City,3,1.9,2.11,✅ Fair,win,1.11
2023-11-04,West Brom vs Hull,2023_24,Home,West Brom,8,1.84,2.09,✅ Good,win,1.09
2023-11-04,Millwall vs Southampton,2023_24,Home,Millwall,-8,2.5,3.43,✅ Good,loss,-1.0
2023-11-04,Huddersfield vs Watford,2023_24,Home,Huddersfield,-8,2.5,3.11,✅ Good,loss,-1.0
2023-11-04,Plymouth vs Middlesbrough,2023_24,Home,Plymouth,-9,3.0,3.7,✅ Good,loss,-1.0
2023-11-04,Plymouth vs Middlesbrough,2023_24,Draw,Draw,-9,3.6429,3.87,✅ Fair,win,2.87
2023-11-04,Swansea vs Sunderland,2023_24,Home,Swansea,3,1.9,2.68,✅ Excellent,loss,-1.0
2023-11-05,Norwich vs Blackburn,2023_24,Draw,Draw,-4,3.6364,3.76,✅ Fair,loss,-1.0
2023-11-05,Norwich vs Blackburn,2023_24,Away,Blackburn,-4,2.6667,3.14,✅ Good,win,2.14
2023-11-07,Rotherham vs Ipswich,2023_24,Home,Rotherham,-10,2.6667,6.65,✅ Excellent,loss,-1.0
2023-11-07,Rotherham vs Ipswich,2023_24,Draw,Draw,-10,4.0,4.53,✅ Fair,win,3.53
2023-11-10,Blackburn vs Preston,2023_24,Home,Blackburn,11,1.9091,1.96,✅ Fair,loss,-1.0
2023-11-10,Blackburn vs Preston,2023_24,Draw,Draw,11,3.0,3.6,✅ Good,loss,-1.0
2023-11-11,Sheffield Weds vs Millwall,2023_24,Away,Millwall,-4,2.6667,2.87,✅ Fair,win,1.87
2023-11-11,Cardiff vs Norwich,2023_24,Away,Norwich,10,3.0,3.54,✅ Good,win,2.54
2023-11-11,QPR vs Bristol City,2023_24,Home,QPR,-8,2.5,2.75,✅ Fair,loss,-1.0
2023-11-11,QPR vs Bristol City,2023_24,Away,Bristol City,-8,2.6087,2.63,✅ Fair,loss,-1.0
2023-11-11,Southampton vs West Brom,2023_24,Draw,Draw,0,3.1579,3.65,✅ Fair,loss,-1.0
2023-11-11,Southampton vs West Brom,2023_24,Away,West Brom,0,3.871,4.02,✅ Fair,loss,-1.0
2023-11-11,Middlesbrough vs Leicester,2023_24,Home,Middlesbrough,-2,2.6486,2.93,✅ Fair,win,1.93
2023-11-11,Leeds vs Plymouth,2023_24,Draw,Draw,8,4.1818,6.33,✅ Good,loss,-1.0
2023-11-11,Leeds vs Plymouth,2023_24,Away,Plymouth,8,4.6,10.17,✅ Excellent,loss,-1.0
2023-11-11,Ipswich vs Swansea,2023_24,Away,Swansea,6,2.8889,5.32,✅ Excellent,loss,-1.0
2023-11-11,Coventry vs Stoke,2023_24,Away,Stoke,-6,2.3333,3.12,✅ Good,loss,-1.0
2023-11-11,Sunderland vs Birmingham,2023_24,Away,Birmingham,-2,2.7222,4.63,✅ Excellent,loss,-1.0
2023-11-11,Hull vs Huddersfield,2023_24,Away,Huddersfield,6,2.8889,4.75,✅ Excellent,loss,-1.0
2023-11-11,Watford vs Rotherham,2023_24,Draw,Draw,1,4.1923,4.33,✅ Fair,loss,-1.0
2023-11-11,Watford vs Rotherham,2023_24,Away,Rotherham,1,4.037,7.17,✅ Excellent,loss,-1.0
2023-11-24,Rotherham vs Leeds,2023_24,Home,Rotherham,-11,4.8333,8.5,✅ Excellent,loss,-1.0
2023-11-24,Rotherham vs Leeds,2023_24,Draw,Draw,-11,4.1429,5.04,✅ Good,win,4.04
2023-11-25,Swansea vs Hull,2023_24,Away,Hull,-2,2.7222,2.8,✅ Fair,loss,-1.0
2023-11-25,Millwall vs Coventry,2023_24,Home,Millwall,8,1.84,2.67,✅ Excellent,loss,-1.0
2023-11-25,Preston vs Cardiff,2023_24,Away,Cardiff,-5,2.6471,3.07,✅ Good,win,2.07
2023-11-25,Stoke vs Blackburn,2023_24,Away,Blackburn,-4,2.6667,3.15,✅ Good,win,2.15
2023-11-25,Leicester vs Watford,2023_24,Away,Watford,-3,2.6176,5.86,✅ Excellent,loss,-1.0
2023-11-25,Bristol City vs Middlesbrough,2023_24,Home,Bristol City,-7,3.5,3.5,✅ Fair,win,2.5
2023-11-25,Bristol City vs Middlesbrough,2023_24,Draw,Draw,-7,3.2941,3.43,✅ Fair,loss,-1.0
2023-11-25,Birmingham vs Sheffield Weds,2023_24,Away,Sheffield Weds,2,3.0,3.61,✅ Good,loss,-1.0
2023-11-25,Huddersfield vs Southampton,2023_24,Draw,Draw,-12,2.125,3.9,✅ Excellent,win,2.9
2023-11-25,Plymouth vs Sunderland,2023_24,Home,Plymouth,1,1.9464,3.29,✅ Excellent,win,2.29
2023-11-28,Middlesbrough vs Preston,2023_24,Draw,Draw,0,3.1579,3.84,✅ Good,loss,-1.0
2023-11-28,Middlesbrough vs Preston,2023_24,Away,Preston,0,3.871,5.15,✅ Good,loss,-1.0
2023-11-28,QPR vs Stoke,2023_24,Home,QPR,-6,3.1111,3.17,✅ Fair,win,2.17
2023-11-28,QPR vs Stoke,2023_24,Away,Stoke,-6,2.3333,2.34,✅ Fair,loss,-1.0
2023-11-28,Watford vs Norwich,2023_24,Home,Watford,9,1.9524,2.14,✅ Fair,win,1.14
2023-11-28,Watford vs Norwich,2023_24,Draw,Draw,9,2.7333,3.53,✅ Good,loss,-1.0
2023-11-28,Cardiff vs West Brom,2023_24,Home,Cardiff,-2,2.6486,2.9,✅ Fair,loss,-1.0
2023-11-28,Coventry vs Plymouth,2023_24,Draw,Draw,-6,4.0,4.22,✅ Fair,loss,-1.0
2023-11-28,Coventry vs Plymouth,2023_24,Away,Plymouth,-6,2.3333,4.81,✅ Excellent,loss,-1.0
2023-11-28,Hull vs Rotherham,2023_24,Away,Rotherham,6,2.8889,7.55,✅ Excellent,loss,-1.0
2023-11-29,Sunderland vs Huddersfield,2023_24,Draw,Draw,7,3.8667,4.31,✅ Fair,loss,-1.0
2023-11-29,Ipswich vs Millwall,2023_24,Away,Millwall,2,3.0,5.48,✅ Excellent,loss,-1.0
2023-11-29,Southampton vs Bristol City,2023_24,Away,Bristol City,5,3.6111,5.49,✅ Good,loss,-1.0
2023-11-29,Sheffield Weds vs Leicester,2023_24,Draw,Draw,-12,2.125,4.17,✅ Excellent,win,3.17
2023-11-29,Leeds vs Swansea,2023_24,Draw,Draw,8,4.1818,5.2,✅ Good,loss,-1.0
2023-11-29,Leeds vs Swansea,2023_24,Away,Swansea,8,4.6,8.2,✅ Excellent,loss,-1.0
2023-11-29,Blackburn vs Birmingham,2023_24,Draw,Draw,11,3.0,3.84,✅ Good,loss,-1.0
2023-12-01,Preston vs QPR,2023_24,Away,QPR,-2,2.7222,3.47,✅ Good,win,2.47
2023-12-02,Plymouth vs Stoke,2023_24,Draw,Draw,4,3.2593,3.52,✅ Fair,loss,-1.0
2023-12-02,Millwall vs Sunderland,2023_24,Home,Millwall,-3,2.4054,3.0,✅ Good,loss,-1.0
2023-12-02,Sheffield Weds vs Blackburn,2023_24,Away,Blackburn,-13,1.6,2.36,✅ Excellent,loss,-1.0
2023-12-02,Leeds vs Middlesbrough,2023_24,Draw,Draw,3,3.9583,4.0,✅ Fair,loss,-1.0
2023-12-02,Birmingham vs Rotherham,2023_24,Draw,Draw,3,3.9583,4.09,✅ Fair,win,3.09
2023-12-02,Birmingham vs Rotherham,2023_24,Away,Rotherham,3,4.5238,5.48,✅ Good,loss,-1.0
2023-12-02,West Brom vs Leicester,2023_24,Home,West Brom,6,2.2941,2.89,✅ Good,loss,-1.0
2023-12-02,Hull vs Watford,2023_24,Draw,Draw,0,3.1579,3.42,✅ Fair,loss,-1.0
2023-12-02,Southampton vs Cardiff,2023_24,Draw,Draw,0,3.1579,4.02,✅ Good,loss,-1.0
2023-12-02,Southampton vs Cardiff,2023_24,Away,Cardiff,0,3.871,5.09,✅ Good,loss,-1.0
2023-12-02,Swansea vs Huddersfield,2023_24,Draw,Draw,4,3.2593,3.58,✅ Fair,win,2.58
2023-12-02,Swansea vs Huddersfield,2023_24,Away,Huddersfield,4,2.9333,3.91,✅ Good,loss,-1.0
2023-12-03,Bristol City vs Norwich,2023_24,Home,Bristol City,2,2.25,2.29,✅ Fair,loss,-1.0
2023-12-03,Bristol City vs Norwich,2023_24,Away,Norwich,2,3.0,3.05,✅ Fair,win,2.05
2023-12-08,Coventry vs Birmingham,2023_24,Away,Birmingham,5,3.6111,4.67,✅ Good,loss,-1.0
2023-12-09,Blackburn vs Leeds,2023_24,Home,Blackburn,-5,2.6471,4.13,✅ Excellent,loss,-1.0
2023-12-09,Blackburn vs Leeds,2023_24,Draw,Draw,-5,4.0909,4.12,✅ Fair,loss,-1.0
2023-12-09,Sunderland vs West Brom,2023_24,Away,West Brom,-4,2.6667,3.15,✅ Good,loss,-1.0
2023-12-09,Cardiff vs Millwall,2023_24,Home,Cardiff,1,1.9464,2.09,✅ Fair,win,1.09
2023-12-09,Huddersfield vs Bristol City,2023_24,Home,Huddersfield,-1,2.3469,3.08,✅ Good,loss,-1.0
2023-12-09,Leicester vs Plymouth,2023_24,Draw,Draw,2,4.5,5.99,✅ Good,loss,-1.0
2023-12-09,Leicester vs Plymouth,2023_24,Away,Plymouth,2,3.0,9.7,✅ Excellent,loss,-1.0
2023-12-09,Norwich vs Preston,2023_24,Draw,Draw,4,3.2593,3.61,✅ Fair,win,2.61
2023-12-09,Norwich vs Preston,2023_24,Away,Preston,4,2.9333,3.96,✅ Good,loss,-1.0
2023-12-09,QPR vs Hull,2023_24,Home,QPR,0,2.3529,3.12,✅ Good,win,2.12
2023-12-09,QPR vs Hull,2023_24,Draw,Draw,0,3.1579,3.29,✅ Fair,loss,-1.0
2023-12-09,Rotherham vs Swansea,2023_24,Home,Rotherham,-6,3.1111,3.35,✅ Fair,loss,-1.0
